User_ID,Session_ID,Timestamp,Input_Type,Response_Time_Seconds,Character_Count_Input,Character_Count_Response,Tokens_Used,Sentiment_Score_Input,Sentiment_Score_Response,User_Rating,Category,Language,Progress
U1268,S001268,2023-01-14 20:16:00,text,7.46,172,284,56,1,-1,1,creative,French,50.7
U1269,S001269,2023-02-15 02:03:00,image,9.2,424,859,212,1,-1,4,educational,English,50.74
U1270,S001270,2023-01-04 08:52:00,text,4.73,118,85,223,-1,1,2,business,German,50.78
U1271,S001271,2023-01-12 11:47:00,image,10.58,256,448,255,-1,1,3,creative,Spanish,50.82
U1272,S001272,2023-02-15 17:16:00,image,12.97,111,741,33,0,1,1,business,French,50.86
U1273,S001273,2023-02-23 17:16:00,voice,11.81,41,869,283,-1,1,2,support,French,50.9
U1274,S001274,2023-01-31 05:15:00,image,1.07,339,965,53,1,0,3,creative,Spanish,50.94
U1275,S001275,2023-01-10 03:14:00,image,7.47,96,708,165,-1,0,5,business,German,50.98
U1276,S001276,2023-02-10 01:51:00,text,2.02,22,298,208,1,1,2,creative,English,51.02
U1277,S001277,2023-01-10 01:49:00,voice,4.01,358,924,171,1,-1,5,educational,English,51.06
U1278,S001278,2023-02-17 20:57:00,image,14.81,67,549,243,0,1,4,creative,French,51.1
U1279,S001279,2023-02-11 14:10:00,image,2.57,154,900,172,0,-1,5,creative,English,51.14
U1280,S001280,2023-01-02 09:31:00,image,7.73,143,701,125,0,-1,2,casual,English,51.18
U1281,S001281,2023-03-07 18:12:00,text,9.46,190,262,102,0,-1,5,casual,English,51.22
U1282,S001282,2023-01-14 02:54:00,image,10.69,189,135,51,-1,0,1,support,French,51.26
U1283,S001283,2023-02-07 07:36:00,image,8.61,209,186,293,0,-1,2,business,German,51.3
U1284,S001284,2023-03-01 14:23:00,voice,0.64,264,46,219,-1,-1,3,casual,French,51.34
U1285,S001285,2023-01-15 01:12:00,voice,5.23,218,419,215,0,0,5,business,Chinese,51.38
U1286,S001286,2023-01-07 19:27:00,text,8.01,260,620,229,0,-1,1,business,Chinese,51.42
U1287,S001287,2023-02-12 17:37:00,image,1.77,139,619,289,1,-1,4,business,Chinese,51.46
U1288,S001288,2023-01-25 02:57:00,image,5.58,65,136,145,-1,1,4,educational,Spanish,51.5
U1289,S001289,2023-01-31 19:35:00,voice,0.98,367,492,115,1,-1,5,support,French,51.54
U1290,S001290,2023-02-26 17:31:00,text,1.64,314,177,127,0,-1,4,casual,German,51.58
U1291,S001291,2023-03-05 01:14:00,voice,6.26,92,601,246,-1,-1,3,business,French,51.62
U1292,S001292,2023-02-06 04:18:00,text,2.42,328,303,109,0,-1,2,support,French,51.66
U1293,S001293,2023-03-01 03:35:00,text,8.73,480,854,270,1,-1,1,educational,English,51.7
U1294,S001294,2023-01-08 07:27:00,text,10.5,211,647,295,-1,0,5,business,Chinese,51.74
U1295,S001295,2023-01-30 21:45:00,voice,12.11,133,352,112,1,-1,4,creative,Spanish,51.78
U1296,S001296,2023-03-03 09:09:00,text,3.4,315,319,72,0,-1,2,support,French,51.82
U1297,S001297,2023-02-18 13:42:00,image,2.93,7,671,184,0,0,3,support,English,51.86
U1298,S001298,2023-02-04 14:08:00,text,2.02,466,537,291,0,0,4,support,French,51.9
U1299,S001299,2023-01-29 19:45:00,text,9.73,426,549,235,-1,-1,4,educational,Spanish,51.94
U1300,S001300,2023-02-27 01:15:00,image,10.74,246,428,16,1,-1,1,casual,Chinese,51.98
U1301,S001301,2023-03-07 10:03:00,image,0.96,125,453,136,1,-1,3,casual,German,52.02
U1302,S001302,2023-03-11 02:56:00,image,14.08,389,694,101,0,1,3,support,French,52.06
U1303,S001303,2023-02-14 09:56:00,text,1.25,106,567,199,1,1,5,support,French,52.1
U1304,S001304,2023-02-19 05:52:00,text,8.35,42,849,62,-1,-1,1,support,German,52.14
U1305,S001305,2023-01-04 06:25:00,voice,10.78,345,245,251,0,0,5,creative,German,52.18
U1306,S001306,2023-02-26 04:51:00,image,13.13,417,448,141,0,-1,1,business,German,52.22
U1307,S001307,2023-01-07 05:28:00,image,10.85,137,223,121,0,0,3,creative,Chinese,52.26
U1308,S001308,2023-01-22 08:51:00,image,12.13,206,94,16,-1,0,1,creative,German,52.3
U1309,S001309,2023-02-27 10:47:00,image,5.42,352,803,239,0,0,1,business,Spanish,52.34
U1310,S001310,2023-03-04 07:05:00,image,12.31,25,753,165,0,-1,1,business,English,52.38
U1311,S001311,2023-01-27 03:47:00,voice,1.66,246,94,206,0,-1,2,support,Chinese,52.42
U1312,S001312,2023-01-21 16:57:00,image,13.47,459,930,232,0,0,2,creative,German,52.46
U1313,S001313,2023-03-09 23:20:00,voice,8.44,455,498,259,1,1,3,support,German,52.5
U1314,S001314,2023-01-09 05:26:00,text,12.35,113,74,92,0,1,1,business,German,52.54
U1315,S001315,2023-02-09 12:01:00,text,7.06,307,655,249,-1,1,3,creative,German,52.58
U1316,S001316,2023-01-09 23:03:00,text,9.83,88,672,272,0,0,2,educational,Spanish,52.62
U1317,S001317,2023-03-11 05:03:00,text,8.13,87,636,198,0,-1,1,creative,French,52.66
U1318,S001318,2023-02-27 16:26:00,image,11.11,295,73,299,1,0,5,creative,German,52.7
U1319,S001319,2023-03-06 01:40:00,image,1.68,456,352,67,0,1,2,business,Spanish,52.74
U1320,S001320,2023-01-10 03:33:00,image,1.38,73,948,18,1,-1,2,casual,German,52.78
U1321,S001321,2023-02-10 09:13:00,voice,4.08,133,884,124,-1,0,2,educational,Chinese,52.82
U1322,S001322,2023-01-16 03:25:00,text,2.81,200,928,219,1,0,1,creative,Chinese,52.86
U1323,S001323,2023-03-05 04:04:00,image,13.14,144,361,50,0,1,4,business,English,52.9
U1324,S001324,2023-01-28 06:11:00,image,3.68,448,167,182,-1,0,5,creative,German,52.94
U1325,S001325,2023-01-03 15:14:00,image,14.65,287,598,243,0,-1,5,casual,German,52.98
U1326,S001326,2023-01-05 04:28:00,image,5.38,316,500,290,1,1,3,educational,Chinese,53.02
U1327,S001327,2023-01-30 12:36:00,text,3.14,238,667,87,-1,1,1,creative,Spanish,53.06
U1328,S001328,2023-01-06 02:35:00,voice,11.95,27,864,117,-1,-1,2,business,French,53.1
U1329,S001329,2023-01-27 16:52:00,text,10.05,157,472,290,1,1,4,casual,Chinese,53.14
U1330,S001330,2023-02-02 15:04:00,text,7.72,281,234,48,1,0,1,support,French,53.18
U1331,S001331,2023-02-04 02:51:00,image,8.55,65,926,128,-1,0,1,support,English,53.22
U1332,S001332,2023-02-09 04:50:00,text,10.93,323,322,36,-1,1,4,business,French,53.26
U1333,S001333,2023-01-14 06:00:00,image,3.81,382,624,113,1,-1,2,casual,Chinese,53.3
U1334,S001334,2023-01-23 05:27:00,image,14.95,56,928,83,0,0,1,casual,Spanish,53.34
U1335,S001335,2023-02-18 08:21:00,image,14.63,348,868,200,-1,-1,5,support,Spanish,53.38
U1336,S001336,2023-02-07 12:08:00,voice,9.93,157,822,156,1,0,5,creative,Chinese,53.42
U1337,S001337,2023-02-21 12:17:00,image,3.39,241,949,264,0,0,4,casual,German,53.46
U1338,S001338,2023-03-04 01:24:00,image,10.36,315,475,293,-1,1,2,educational,Spanish,53.5
U1339,S001339,2023-01-17 09:20:00,text,1.55,306,97,222,-1,1,4,educational,Spanish,53.54
U1340,S001340,2023-01-16 11:20:00,voice,0.94,36,892,132,1,-1,1,creative,French,53.58
U1341,S001341,2023-01-16 22:26:00,image,4.24,59,312,215,0,1,5,business,Chinese,53.62
U1342,S001342,2023-01-08 04:30:00,image,7.21,356,689,249,-1,0,3,support,German,53.66
U1343,S001343,2023-02-25 11:27:00,text,13.09,393,444,295,0,0,4,educational,English,53.7
U1344,S001344,2023-02-04 19:40:00,voice,11.04,40,691,31,0,-1,3,support,German,53.74
U1345,S001345,2023-02-26 09:46:00,image,11.27,114,144,268,-1,-1,3,business,German,53.78
U1346,S001346,2023-03-04 04:19:00,text,6.67,494,59,114,0,0,5,casual,Spanish,53.82
U1347,S001347,2023-01-22 22:06:00,image,5.52,181,441,267,-1,1,4,business,English,53.86
U1348,S001348,2023-02-15 07:10:00,text,5.88,366,349,213,0,1,3,creative,German,53.9
U1349,S001349,2023-02-23 01:55:00,image,14.82,318,356,271,-1,-1,1,business,Chinese,53.94
U1350,S001350,2023-01-14 00:38:00,text,1.08,299,655,116,1,-1,2,support,Spanish,53.98
U1351,S001351,2023-01-22 03:13:00,image,13.07,340,356,260,-1,0,2,support,Spanish,54.02
U1352,S001352,2023-02-11 23:23:00,text,8.89,101,658,230,-1,0,5,educational,Chinese,54.06
U1353,S001353,2023-02-28 01:31:00,image,6.86,373,254,231,-1,-1,4,casual,Chinese,54.1
U1354,S001354,2023-01-24 02:49:00,voice,11.02,217,118,267,0,0,4,educational,English,54.14
U1355,S001355,2023-02-11 19:56:00,image,7.56,321,834,210,1,-1,2,creative,English,54.18
U1356,S001356,2023-01-24 05:46:00,voice,13.16,141,808,267,0,-1,1,support,German,54.22
U1357,S001357,2023-03-02 16:44:00,text,13.56,10,542,234,0,1,2,business,French,54.26
U1358,S001358,2023-01-01 20:31:00,text,6.61,113,99,211,-1,-1,2,creative,German,54.3
U1359,S001359,2023-02-12 08:21:00,text,4.51,39,305,235,0,0,4,business,German,54.34
U1360,S001360,2023-01-27 04:20:00,text,9.09,43,121,245,-1,1,3,casual,English,54.38
U1361,S001361,2023-03-03 16:15:00,text,13.73,154,822,192,1,1,1,business,Spanish,54.42
U1362,S001362,2023-02-19 18:03:00,text,3.55,429,598,209,0,0,4,creative,German,54.46
U1363,S001363,2023-01-15 09:06:00,voice,9.53,122,186,255,0,0,2,educational,English,54.5
U1364,S001364,2023-01-07 17:21:00,image,9.66,265,352,120,0,0,3,educational,English,54.54
U1365,S001365,2023-02-10 04:58:00,image,11.13,430,669,15,-1,-1,1,creative,Chinese,54.58
U1366,S001366,2023-02-01 10:53:00,image,2.41,91,110,245,-1,1,5,educational,French,54.62
U1367,S001367,2023-02-23 11:34:00,voice,10.88,469,767,136,0,-1,1,educational,Chinese,54.66
U1368,S001368,2023-01-28 05:30:00,voice,13.68,80,638,113,0,-1,1,creative,English,54.7
U1369,S001369,2023-02-28 03:46:00,voice,3.11,475,613,246,1,-1,2,business,English,54.74
U1370,S001370,2023-02-08 14:55:00,text,3.94,468,410,164,1,-1,2,business,English,54.78
U1371,S001371,2023-03-04 20:00:00,voice,14.59,455,37,266,1,1,5,educational,German,54.82
U1372,S001372,2023-01-23 18:20:00,image,3.12,418,946,244,1,1,5,support,Spanish,54.86
U1373,S001373,2023-02-11 13:58:00,voice,12.89,317,971,298,1,-1,5,creative,Chinese,54.9
U1374,S001374,2023-01-28 11:59:00,image,7.64,387,546,49,-1,0,4,creative,French,54.94
U1375,S001375,2023-01-19 03:11:00,text,4.08,218,67,297,1,1,4,educational,German,54.98
U1376,S001376,2023-02-05 00:22:00,text,13.13,461,507,206,1,-1,2,educational,German,55.02
U1377,S001377,2023-02-13 23:35:00,image,6.96,289,306,282,0,0,2,creative,Chinese,55.06
U1378,S001378,2023-01-10 16:59:00,text,7.96,243,143,273,-1,0,5,casual,English,55.1
U1379,S001379,2023-01-22 14:11:00,text,5.71,169,340,66,1,-1,4,business,Spanish,55.14
U1380,S001380,2023-02-04 17:06:00,image,9.1,91,258,107,1,1,3,educational,Spanish,55.18
U1381,S001381,2023-02-22 01:23:00,text,2.87,145,559,146,1,0,4,business,Spanish,55.22
U1382,S001382,2023-02-02 16:09:00,text,6.17,164,911,96,0,1,2,creative,Spanish,55.26
U1383,S001383,2023-02-22 07:41:00,voice,14.56,50,950,251,0,1,4,support,French,55.3
U1384,S001384,2023-01-27 22:20:00,image,4.24,376,84,208,0,0,2,educational,French,55.34
U1385,S001385,2023-03-05 15:35:00,voice,10.02,499,663,93,1,-1,5,creative,German,55.38
U1386,S001386,2023-01-27 20:56:00,image,5.22,116,843,251,0,0,5,support,English,55.42
U1387,S001387,2023-01-02 23:55:00,text,11.72,411,177,290,1,0,5,educational,English,55.46
U1388,S001388,2023-03-01 21:55:00,voice,2.4,49,780,261,-1,1,3,business,German,55.5
U1389,S001389,2023-02-06 00:39:00,voice,14.56,405,512,199,1,-1,3,business,English,55.54
U1390,S001390,2023-01-25 23:36:00,voice,7.08,251,894,161,0,1,2,support,French,55.58
U1391,S001391,2023-01-01 17:41:00,text,3.92,108,364,287,-1,0,1,support,Chinese,55.62
U1392,S001392,2023-02-21 12:17:00,image,1.57,89,234,148,1,-1,3,casual,English,55.66
U1393,S001393,2023-03-04 10:09:00,text,2.96,454,673,185,-1,-1,2,support,French,55.7
U1394,S001394,2023-03-09 18:45:00,image,8.04,489,540,17,-1,-1,4,business,English,55.74
U1395,S001395,2023-01-05 11:08:00,text,5.39,138,155,244,-1,-1,5,creative,German,55.78
U1396,S001396,2023-02-25 04:42:00,text,12.52,112,969,172,1,-1,5,business,Chinese,55.82
U1397,S001397,2023-03-09 19:51:00,text,6.75,22,250,58,0,0,5,casual,German,55.86
U1398,S001398,2023-02-15 05:07:00,text,4.11,98,893,47,1,0,2,support,Chinese,55.9
U1399,S001399,2023-01-27 01:12:00,image,9.45,154,902,145,0,0,5,business,French,55.94
U1400,S001400,2023-01-21 22:42:00,image,10.75,250,353,228,1,1,3,business,Spanish,55.98
U1401,S001401,2023-02-25 06:09:00,image,2.92,293,758,43,1,-1,4,support,French,56.02
U1402,S001402,2023-02-02 01:39:00,text,2.93,418,44,88,1,-1,5,support,Spanish,56.06
U1403,S001403,2023-01-20 22:25:00,text,1.03,213,711,245,0,0,2,business,Chinese,56.1
U1404,S001404,2023-02-27 22:42:00,text,11.18,130,10,282,1,-1,4,educational,Chinese,56.14
U1405,S001405,2023-01-18 07:20:00,text,10.13,239,162,170,-1,1,5,educational,Chinese,56.18
U1406,S001406,2023-02-26 12:21:00,voice,7.38,420,438,184,1,-1,1,support,Chinese,56.22
U1407,S001407,2023-01-23 19:30:00,image,12.74,430,954,230,-1,-1,5,educational,German,56.26
U1408,S001408,2023-03-03 16:35:00,text,12.18,466,517,18,0,1,3,casual,Spanish,56.3
U1409,S001409,2023-03-10 18:35:00,voice,8.99,126,135,298,0,0,4,educational,English,56.34
U1410,S001410,2023-03-07 14:53:00,voice,13.09,142,500,122,1,0,3,creative,Spanish,56.38
U1411,S001411,2023-03-02 00:00:00,text,3.48,499,491,214,1,-1,1,educational,Spanish,56.42
U1412,S001412,2023-03-03 23:21:00,voice,2.12,119,354,195,1,1,1,creative,English,56.46
U1413,S001413,2023-01-13 10:47:00,voice,4.41,424,921,206,-1,0,3,support,French,56.5
U1414,S001414,2023-02-27 04:25:00,text,1.33,166,747,275,0,0,4,support,German,56.54
U1415,S001415,2023-01-09 20:15:00,text,8.2,205,230,271,-1,0,1,business,German,56.58
U1416,S001416,2023-02-27 02:42:00,text,14.08,238,924,257,-1,-1,1,support,Chinese,56.62
U1417,S001417,2023-02-28 19:57:00,text,1.07,32,928,124,1,1,5,support,English,56.66
U1418,S001418,2023-01-04 14:07:00,text,2.27,15,732,130,1,-1,2,creative,German,56.7
U1419,S001419,2023-01-29 02:52:00,image,7.06,210,34,150,-1,0,1,business,Chinese,56.74
U1420,S001420,2023-02-10 02:59:00,text,14.04,171,537,74,-1,1,4,educational,Spanish,56.78
U1421,S001421,2023-01-04 00:53:00,voice,5.08,251,191,285,1,-1,4,business,German,56.82
U1422,S001422,2023-02-22 18:05:00,voice,7.85,51,508,248,1,0,5,creative,Chinese,56.86
U1423,S001423,2023-02-03 05:03:00,voice,1.1,250,850,19,-1,0,4,support,Spanish,56.9
U1424,S001424,2023-03-08 15:51:00,text,2.65,131,650,242,1,-1,5,educational,German,56.94
U1425,S001425,2023-01-12 23:04:00,voice,14.81,151,51,204,1,0,1,creative,German,56.98
U1426,S001426,2023-01-09 04:53:00,text,14.49,122,924,21,-1,0,1,support,French,57.02
U1427,S001427,2023-01-27 20:40:00,image,0.57,403,490,186,-1,1,1,support,French,57.06
U1428,S001428,2023-01-30 17:43:00,voice,14.3,386,939,186,0,0,1,business,English,57.1
U1429,S001429,2023-03-10 00:53:00,voice,9.77,416,857,226,-1,-1,2,educational,Chinese,57.14
U1430,S001430,2023-02-07 19:40:00,text,13.08,156,757,20,1,1,2,creative,Chinese,57.18
U1431,S001431,2023-01-16 23:41:00,voice,7.09,76,881,127,-1,-1,1,support,Chinese,57.22
U1432,S001432,2023-01-19 06:38:00,text,7.98,367,448,173,-1,0,4,business,English,57.26
U1433,S001433,2023-01-13 00:42:00,text,7.59,141,411,48,-1,1,5,support,Spanish,57.3
U1434,S001434,2023-02-19 02:21:00,text,10.17,179,555,62,0,1,3,support,English,57.34
U1435,S001435,2023-02-03 07:13:00,image,2.52,293,354,227,0,1,5,support,Chinese,57.38
U1436,S001436,2023-02-18 07:39:00,image,0.93,450,902,215,1,1,3,casual,Spanish,57.42
U1437,S001437,2023-02-15 16:11:00,text,4.96,485,54,65,0,-1,3,business,French,57.46
U1438,S001438,2023-01-25 19:20:00,voice,10.72,23,655,127,-1,0,1,educational,German,57.5
U1439,S001439,2023-01-15 23:27:00,voice,3.43,199,30,262,0,0,3,support,French,57.54
U1440,S001440,2023-01-24 09:21:00,image,10.26,334,643,295,-1,1,1,educational,German,57.58
U1441,S001441,2023-02-13 20:36:00,voice,14.56,428,79,277,0,0,2,creative,English,57.62
U1442,S001442,2023-01-27 20:44:00,voice,1.86,179,873,189,0,-1,4,support,French,57.66
U1443,S001443,2023-03-09 22:53:00,image,10.25,494,882,244,0,0,3,educational,Chinese,57.7
U1444,S001444,2023-01-31 19:56:00,image,6.93,453,57,205,-1,-1,4,business,Chinese,57.74
U1445,S001445,2023-01-11 11:35:00,voice,13.09,417,500,89,0,-1,1,casual,Chinese,57.78
U1446,S001446,2023-02-12 15:05:00,voice,3.07,438,560,144,-1,0,3,creative,Chinese,57.82
U1447,S001447,2023-01-07 20:29:00,image,10.54,358,296,31,-1,-1,5,educational,Chinese,57.86
U1448,S001448,2023-01-13 19:29:00,voice,12.65,145,19,234,1,-1,2,creative,German,57.9
U1449,S001449,2023-03-10 15:28:00,image,14.2,250,551,67,0,-1,2,creative,Spanish,57.94
U1450,S001450,2023-01-21 12:51:00,voice,10.41,389,765,102,1,-1,3,business,English,57.98
U1451,S001451,2023-03-03 13:27:00,text,7.71,422,283,201,1,1,2,casual,English,58.02
U1452,S001452,2023-03-07 22:04:00,image,9.46,97,965,112,-1,0,5,creative,French,58.06
U1453,S001453,2023-03-03 09:15:00,image,13.1,436,609,16,0,1,4,educational,French,58.1
U1454,S001454,2023-02-06 04:09:00,voice,8.77,243,765,137,-1,-1,5,support,Chinese,58.14
U1455,S001455,2023-02-20 17:28:00,image,0.94,209,390,64,-1,0,2,creative,French,58.18
U1456,S001456,2023-02-03 07:02:00,image,14.0,52,338,240,0,-1,4,business,English,58.22
U1457,S001457,2023-01-09 05:16:00,image,10.5,437,488,71,-1,0,5,business,German,58.26
U1458,S001458,2023-02-05 21:57:00,voice,10.31,249,24,249,0,1,1,educational,Spanish,58.3
U1459,S001459,2023-01-02 06:24:00,text,3.63,324,525,99,0,0,1,casual,German,58.34
U1460,S001460,2023-01-25 01:43:00,image,10.05,321,200,241,-1,-1,4,support,French,58.38
U1461,S001461,2023-02-18 20:09:00,text,6.21,417,177,242,-1,0,4,support,Chinese,58.42
U1462,S001462,2023-01-12 05:59:00,image,9.94,299,530,161,1,0,4,educational,English,58.46
U1463,S001463,2023-02-11 09:29:00,image,2.05,132,630,154,-1,1,1,business,French,58.5
U1464,S001464,2023-02-03 13:11:00,image,10.04,348,146,139,0,-1,5,educational,English,58.54
U1465,S001465,2023-03-03 05:48:00,text,14.99,286,163,150,1,0,4,educational,German,58.58
U1466,S001466,2023-03-10 04:14:00,voice,1.2,21,397,102,0,1,1,creative,Spanish,58.62
U1467,S001467,2023-03-03 04:45:00,image,14.67,75,218,123,1,0,4,support,Spanish,58.66
U1468,S001468,2023-01-24 20:42:00,voice,6.4,273,281,293,-1,-1,4,support,German,58.7
U1469,S001469,2023-02-23 04:59:00,image,13.13,329,152,152,-1,0,4,creative,German,58.74
U1470,S001470,2023-02-04 16:21:00,voice,11.84,286,620,232,-1,0,1,business,English,58.78
U1471,S001471,2023-02-28 02:55:00,image,8.72,309,898,241,0,0,5,business,French,58.82
U1472,S001472,2023-02-03 19:29:00,text,11.21,455,829,42,1,0,1,support,German,58.86
U1473,S001473,2023-01-10 20:41:00,image,13.24,11,78,285,0,-1,1,educational,English,58.9
U1474,S001474,2023-03-03 10:12:00,image,6.36,318,256,179,1,1,4,support,Chinese,58.94
U1475,S001475,2023-01-22 06:47:00,text,5.24,309,270,149,-1,1,3,support,Chinese,58.98
U1476,S001476,2023-02-12 21:57:00,voice,10.18,107,797,210,0,0,3,support,German,59.02
U1477,S001477,2023-01-03 06:40:00,voice,12.21,313,88,32,-1,-1,3,business,Spanish,59.06
U1478,S001478,2023-02-26 09:25:00,text,11.55,197,667,233,0,-1,1,creative,Spanish,59.1
U1479,S001479,2023-02-21 02:24:00,text,12.07,245,632,279,-1,-1,4,educational,French,59.14
U1480,S001480,2023-01-30 20:32:00,voice,6.82,66,779,162,0,-1,3,creative,Chinese,59.18
U1481,S001481,2023-02-25 12:44:00,image,12.36,21,614,94,0,-1,2,business,English,59.22
U1482,S001482,2023-01-21 03:35:00,image,2.24,175,534,118,1,-1,2,business,English,59.26
U1483,S001483,2023-02-28 22:49:00,voice,8.4,29,781,40,-1,0,2,casual,French,59.3
U1484,S001484,2023-01-06 18:05:00,voice,0.58,255,947,238,1,1,5,business,German,59.34
U1485,S001485,2023-02-27 20:03:00,voice,5.21,257,630,249,1,1,4,educational,English,59.38
U1486,S001486,2023-02-12 06:12:00,voice,5.81,391,339,150,-1,0,1,educational,German,59.42
U1487,S001487,2023-03-05 19:31:00,text,6.24,211,198,165,0,1,1,creative,Chinese,59.46
U1488,S001488,2023-01-28 12:08:00,voice,10.58,33,104,108,1,-1,4,business,Chinese,59.5
U1489,S001489,2023-03-01 02:17:00,image,6.13,121,626,56,-1,-1,5,support,German,59.54
U1490,S001490,2023-02-07 03:56:00,image,7.01,495,17,76,0,1,4,support,German,59.58
U1491,S001491,2023-01-11 14:52:00,image,3.94,420,76,71,1,-1,5,educational,German,59.62
U1492,S001492,2023-01-13 17:20:00,voice,5.91,286,505,118,1,-1,3,creative,Spanish,59.66
U1493,S001493,2023-01-05 03:03:00,text,3.8,384,200,176,1,1,3,business,German,59.7
U1494,S001494,2023-01-04 09:17:00,text,1.56,148,375,46,0,0,5,business,German,59.74
U1495,S001495,2023-01-28 16:53:00,voice,9.25,29,777,128,1,1,4,casual,Spanish,59.78
U1496,S001496,2023-02-14 20:09:00,voice,10.19,314,530,95,0,1,3,support,German,59.82
U1497,S001497,2023-01-11 13:40:00,voice,9.48,160,999,61,1,1,4,casual,French,59.86
U1498,S001498,2023-01-09 20:19:00,voice,7.22,77,126,100,-1,1,3,support,Chinese,59.9
U1499,S001499,2023-01-22 08:55:00,voice,6.01,124,276,298,1,0,4,educational,Chinese,59.94
U1500,S001500,2023-02-18 22:17:00,voice,13.02,316,620,213,-1,0,4,support,Spanish,59.98
U1501,S001501,2023-01-13 08:21:00,text,8.03,325,494,247,-1,-1,2,casual,English,60.02
U1502,S001502,2023-02-05 09:00:00,text,7.45,97,518,164,-1,-1,5,business,English,60.06
U1503,S001503,2023-02-11 06:59:00,text,0.87,90,307,249,0,1,1,educational,English,60.1
U1504,S001504,2023-02-03 18:29:00,voice,5.45,340,918,145,-1,-1,5,casual,German,60.14
U1505,S001505,2023-03-03 00:41:00,image,6.01,429,173,73,1,0,4,business,Chinese,60.18
U1506,S001506,2023-03-09 15:24:00,text,6.28,368,385,132,0,-1,4,business,German,60.22
U1507,S001507,2023-03-05 09:29:00,image,8.91,439,662,263,-1,-1,5,casual,English,60.26
U1508,S001508,2023-02-19 04:04:00,text,8.24,122,277,123,0,-1,4,support,Spanish,60.3
U1509,S001509,2023-02-08 03:35:00,text,9.31,237,558,29,0,1,3,business,Chinese,60.34
U1510,S001510,2023-02-23 11:03:00,image,11.59,203,83,25,0,-1,4,business,Chinese,60.38
U1511,S001511,2023-03-09 13:30:00,image,12.29,210,517,154,1,0,5,creative,French,60.42
U1512,S001512,2023-03-08 03:16:00,image,10.91,417,82,217,-1,0,5,educational,English,60.46
U1513,S001513,2023-01-15 01:33:00,text,14.36,343,317,28,0,0,5,support,English,60.5
U1514,S001514,2023-02-07 18:19:00,image,0.76,151,208,175,0,0,2,business,French,60.54
U1515,S001515,2023-03-01 14:41:00,text,3.34,454,139,47,0,-1,2,support,Chinese,60.58
U1516,S001516,2023-01-10 00:18:00,text,0.61,429,767,190,-1,1,2,business,Chinese,60.62
U1517,S001517,2023-02-14 12:59:00,voice,9.89,433,833,114,0,0,2,casual,Spanish,60.66
U1518,S001518,2023-02-26 00:54:00,image,13.52,275,581,109,0,0,2,educational,Spanish,60.7
U1519,S001519,2023-02-07 03:32:00,text,4.03,391,800,99,1,1,2,casual,German,60.74
U1520,S001520,2023-01-26 11:06:00,image,13.94,143,624,88,-1,1,2,creative,German,60.78
U1521,S001521,2023-01-03 23:28:00,text,1.37,185,817,82,1,0,5,business,French,60.82
U1522,S001522,2023-03-04 19:56:00,image,14.05,434,841,185,-1,0,1,support,German,60.86
U1523,S001523,2023-02-03 17:26:00,voice,5.6,34,496,105,-1,1,2,business,Spanish,60.9
U1524,S001524,2023-01-20 18:37:00,image,1.97,61,862,112,-1,0,5,creative,Spanish,60.94
U1525,S001525,2023-02-10 08:35:00,text,7.55,236,160,233,1,0,1,support,French,60.98
U1526,S001526,2023-02-10 11:27:00,voice,4.22,150,678,15,1,-1,2,business,French,61.02
U1527,S001527,2023-01-22 11:47:00,voice,4.63,439,215,131,1,1,1,educational,English,61.06
U1528,S001528,2023-02-03 00:17:00,text,4.96,388,995,245,1,-1,1,support,Chinese,61.1
U1529,S001529,2023-01-10 01:02:00,text,12.14,52,188,125,0,-1,3,creative,Chinese,61.14
U1530,S001530,2023-03-04 09:53:00,image,8.32,198,206,172,0,1,4,business,French,61.18
U1531,S001531,2023-02-03 10:27:00,image,5.01,228,744,235,0,-1,3,educational,French,61.22
U1532,S001532,2023-02-19 13:24:00,image,9.35,140,98,239,-1,0,1,casual,German,61.26
U1533,S001533,2023-02-28 16:38:00,image,10.88,26,808,191,0,-1,5,support,English,61.3
U1534,S001534,2023-02-02 15:32:00,image,4.45,10,443,258,-1,1,2,business,German,61.34
U1535,S001535,2023-01-06 12:16:00,voice,6.5,208,797,219,1,0,4,casual,Chinese,61.38
U1536,S001536,2023-02-06 05:44:00,text,2.27,243,757,153,-1,0,2,business,German,61.42
U1537,S001537,2023-01-26 02:40:00,text,3.13,189,192,105,-1,0,5,casual,French,61.46
U1538,S001538,2023-01-18 06:38:00,voice,10.38,364,218,253,0,0,4,support,Spanish,61.5
U1539,S001539,2023-01-12 02:51:00,text,3.13,296,502,95,1,-1,3,business,Chinese,61.54
U1540,S001540,2023-02-11 09:20:00,image,8.11,339,139,193,1,-1,1,creative,English,61.58
U1541,S001541,2023-01-09 08:15:00,image,10.78,224,674,130,0,0,5,casual,Chinese,61.62
U1542,S001542,2023-03-02 07:50:00,text,2.05,120,22,101,1,1,1,casual,German,61.66
U1543,S001543,2023-01-20 07:21:00,text,8.73,317,643,79,1,0,1,educational,French,61.7
U1544,S001544,2023-02-28 09:49:00,image,4.22,53,880,142,1,-1,2,educational,Chinese,61.74
U1545,S001545,2023-02-28 04:59:00,image,14.46,177,741,288,0,0,5,creative,French,61.78
U1546,S001546,2023-02-24 08:29:00,text,7.51,86,115,146,1,-1,1,support,German,61.82
